Date,Customer ID,Order ID,Order Amount,Marketing Campaign,Product Launch,City,Payment Method,Customer Segment,Sales Representative,Discount Applied
8/10/2021 10:49,124409237,841,1193.26,Holiday Campaign,Yes,Louisville,Credit Card,High-Value Customer,Richard White,No
12/12/2021 8:02,654027599,848158,2238.324,Email Promo,Yes,New York,Credit Card,New Customer,Mark Walker,No
11/25/2020 19:18,6512,88245,1856.544,Referral,Yes,San Antonio,PayPal,Loyal Customer,Ashley Perez,No
4/27/2021 7:52,24455135,10185694,57.59,Referral,Yes,Jacksonville,Credit Card,New Customer,Steven Wright,Yes
2/4/2020 11:15,927158,773499795,1244.268,Holiday Campaign,Yes,Nashville,Credit Card,Loyal Customer,Linda Clark,No
5/18/2021 3:06,174951,408,1559.14,Holiday Campaign,No,Baltimore,Credit Card,Regular Customer,Donna Brooks,No
6/27/2022 10:11,438574065,80063279,1127.69,Referral,Yes,Houston,Cash,New Customer,Linda Clark,No
8/2/2022 23:12,120620123,558,1208.331,Summer Sale,No,Houston,PayPal,New Customer,Dorothy King,No
6/24/2022 15:36,5450261,998714312,738.96,Holiday Campaign,No,Seattle,PayPal,Loyal Customer,Mark Walker,No
12/25/2020 20:40,7576,802041,1640.232,Email Promo,No,San Antonio,PayPal,New Customer,Steven Wright,No
8/30/2023 4:35,271,7045523,95.44,Summer Sale,No,New York,Cash,Regular Customer,Margaret Young,Yes
4/9/2023 3:54,571964,7420,634.51,Referral,No,Phoenix,Cash,New Customer,Jessica Jackson,No
4/2/2020 10:27,563,385,1228.57,Referral,Yes,Chicago,PayPal,Regular Customer,Carol Hall,No
8/10/2021 2:46,94139720,87582,707.73,Summer Sale,No,Memphis,Credit Card,Loyal Customer,Patricia Miller,No
3/4/2022 23:50,63686982,433,1214.11,Summer Sale,Yes,Las Vegas,PayPal,High-Value Customer,Carol Hall,No
3/22/2021 21:26,15984,50026987,1198.93,Summer Sale,Yes,Jacksonville,PayPal,Loyal Customer,Edward Torres,No
9/14/2020 1:37,669722,77482,347.3,Referral,No,Milwaukee,Credit Card,High-Value Customer,William Taylor,No
1/15/2021 1:19,55288423,2141,1806.852,Holiday Campaign,No,Los Angeles,Credit Card,High-Value Customer,John Smith,No
10/21/2023 10:45,9182832,307770,171.15,Holiday Campaign,No,San Diego,PayPal,High-Value Customer,Richard White,No
5/20/2023 20:59,432,4053137,785.59,Email Promo,No,Portland,Credit Card,Regular Customer,Jennifer Jones,No
12/24/2021 9:38,96575,642887159,1089.72,Referral,Yes,Detroit,PayPal,New Customer,Mary Johnson,No
1/17/2021 10:13,746,27499,829.812,Holiday Campaign,Yes,Seattle,PayPal,Loyal Customer,Susan Harris,No
9/24/2022 15:51,141657564,88891,1191.72,Referral,No,Seattle,Cash,Regular Customer,Lisa Garcia,No
8/14/2023 10:03,904939585,9159298,192.77,Holiday Campaign,Yes,Houston,PayPal,High-Value Customer,James Brown,No
10/16/2021 7:18,998809721,801674,958.96,Summer Sale,Yes,Detroit,Credit Card,New Customer,Robert Lee,No
9/5/2020 5:09,1853,645168019,1482.76,Referral,No,San Diego,PayPal,New Customer,Carol Hall,No
8/13/2021 22:41,575123825,620,279.48,Referral,No,Dallas,Credit Card,High-Value Customer,George Harris,No
2/14/2023 1:23,86623,923,1304.304,Summer Sale,No,Los Angeles,Cash,New Customer,George Harris,No
3/10/2020 11:42,9327,461379185,548.1,Email Promo,No,Portland,Credit Card,High-Value Customer,Nancy Moore,No
6/14/2021 9:16,86426,930555,553.74,Summer Sale,No,Milwaukee,Cash,Loyal Customer,David Hall,No
12/29/2022 5:39,985,52466,567.792,Holiday Campaign,Yes,Dallas,Cash,High-Value Customer,Paul Rodriguez,No
8/29/2022 23:50,41321702,73457623,839.97,Referral,Yes,Phoenix,Cash,High-Value Customer,Jennifer Jones,No
5/26/2023 8:35,959305489,54314,1496.77,Holiday Campaign,Yes,Baltimore,Credit Card,Regular Customer,Thomas Turner,No
9/8/2020 6:02,96704,95177,483.47,Referral,Yes,Phoenix,Cash,Loyal Customer,Mark Walker,No
1/24/2020 14:21,8300,68723405,1501.92,Referral,Yes,Columbus,Cash,High-Value Customer,Thomas Turner,No
7/23/2022 12:33,52145,13535660,1161.31,Summer Sale,Yes,Nashville,PayPal,New Customer,Charles Anderson,No
6/23/2023 2:34,843,551619139,372.34,Referral,No,Washington,PayPal,High-Value Customer,Mary Johnson,No
7/9/2022 21:02,7229393,404741154,996.822,Referral,Yes,San Diego,PayPal,High-Value Customer,Steven Wright,No
2/10/2023 8:09,117250365,422751,2227.644,Holiday Campaign,Yes,Houston,Cash,New Customer,David Hall,No
4/23/2020 1:44,96946,24650477,867.02,Holiday Campaign,Yes,Charlotte,PayPal,High-Value Customer,Robert Lee,No
6/14/2021 7:31,2386,7982131,608.63,Holiday Campaign,No,San Jose,PayPal,High-Value Customer,William Taylor,No
10/9/2021 14:13,6334,1625681,1774.45,Holiday Campaign,Yes,Philadelphia,Credit Card,New Customer,Mary Johnson,No
10/26/2022 15:48,516036,9340,1551.15,Holiday Campaign,Yes,Houston,Credit Card,Loyal Customer,Thomas Turner,No
5/16/2022 20:11,451395484,7024,285.37,Referral,No,Austin,Cash,Loyal Customer,Steven Wright,No
5/1/2023 0:24,9060250,436860563,552.11,Referral,Yes,Louisville,PayPal,Loyal Customer,Donna Brooks,No
8/16/2022 8:28,395577842,30048046,455.63,Holiday Campaign,Yes,Oklahoma City,Cash,Regular Customer,Thomas Turner,No
3/1/2020 11:08,3893,8301,1869.67,Referral,No,New York,Credit Card,Loyal Customer,Mark Walker,No
12/26/2023 0:01,697,168,1282.368,Summer Sale,No,Nashville,PayPal,Loyal Customer,Joseph Martin,No
10/24/2020 19:36,824142,890195,1255.29,Email Promo,No,Columbus,PayPal,High-Value Customer,Thomas Turner,No
1/29/2022 21:42,9028,8788,611.88,Summer Sale,Yes,San Diego,Cash,New Customer,Sandra Adams,No
7/16/2022 23:42,842087,884884952,1675.03,Summer Sale,No,Portland,Cash,New Customer,Ashley Perez,No
6/28/2021 21:22,727914,7188734,1037.28,Holiday Campaign,Yes,San Francisco,PayPal,New Customer,Karen Lewis,No
12/24/2021 0:59,4046176,8926990,1757.8404,Summer Sale,Yes,Los Angeles,PayPal,Regular Customer,Lisa Garcia,No
10/15/2021 0:43,34962,5098799,1483.7,Referral,No,Los Angeles,Cash,New Customer,Paul Rodriguez,No
8/2/2021 4:01,465261,6912,1751.967,Holiday Campaign,No,Detroit,Credit Card,Regular Customer,Patricia Miller,No
12/27/2022 10:54,659753817,563448,1883.4,Email Promo,Yes,San Antonio,Credit Card,Regular Customer,James Brown,No
12/26/2023 1:34,4269159,669,199.38,Email Promo,No,Portland,PayPal,Regular Customer,Joseph Martin,No
7/2/2022 1:37,963,881,1127.54,Email Promo,Yes,Jacksonville,Cash,Loyal Customer,Mark Walker,No
5/15/2023 8:44,9716297,47886434,1619.87,Summer Sale,Yes,Baltimore,PayPal,New Customer,Michael Wilson,No
7/8/2023 6:39,950,244,350.16,Referral,No,San Antonio,Cash,Regular Customer,Mark Walker,No
12/13/2021 9:59,3833966,561344929,1195.14,Referral,Yes,San Antonio,Credit Card,Regular Customer,Carol Hall,No
1/18/2022 10:50,4471,465293594,131.556,Summer Sale,Yes,Detroit,Credit Card,New Customer,Lisa Garcia,No
10/27/2023 11:01,704032,813725,999.84,Holiday Campaign,Yes,Phoenix,PayPal,Regular Customer,Steven Wright,No
4/15/2020 20:05,67571729,6999910,326.39,Referral,Yes,San Diego,Credit Card,Regular Customer,Richard White,No
4/27/2023 0:37,2511622,857175539,66.94,Holiday Campaign,No,Houston,Credit Card,Regular Customer,Linda Clark,Yes
8/29/2021 3:34,582976,705237,1978.9,Email Promo,Yes,Fort Worth,Credit Card,High-Value Customer,Daniel Scott,No
4/10/2022 23:17,536262,7256325,1957.58,Summer Sale,No,Charlotte,Credit Card,Loyal Customer,Margaret Young,No
1/7/2020 0:48,1408146,614280,2058.6,Email Promo,Yes,Columbus,PayPal,Loyal Customer,Carol Hall,No
1/4/2023 16:17,52145502,57128,2149.92,Referral,Yes,Columbus,Cash,Loyal Customer,Kenneth Nelson,No
11/25/2020 20:56,2069643,239947376,1547.8776,Referral,No,Milwaukee,Credit Card,Regular Customer,Jessica Jackson,No
8/1/2023 22:27,270853,5456,1123.53,Referral,Yes,Indianapolis,Credit Card,Loyal Customer,Karen Lewis,No
7/10/2023 16:34,9056251,91479105,1544.56,Holiday Campaign,Yes,Columbus,PayPal,Regular Customer,Daniel Scott,No
9/30/2020 4:36,6350789,9558430,938.44,Email Promo,No,Baltimore,PayPal,Loyal Customer,David Hall,No
4/21/2023 21:38,51238,11161,1494.94,Email Promo,No,San Antonio,Credit Card,Loyal Customer,Mark Walker,No
5/11/2021 7:52,7402,332,328.941,Referral,No,Detroit,Cash,High-Value Customer,Sandra Adams,No
2/4/2021 21:26,68393,46582101,1568.604,Summer Sale,No,Louisville,PayPal,New Customer,Jennifer Jones,No
6/13/2020 3:40,79464,2266,319.01,Summer Sale,No,Phoenix,PayPal,High-Value Customer,Ashley Perez,No
7/25/2023 20:35,5106678,581,1356.31,Referral,Yes,Washington,Cash,New Customer,Susan Harris,No
12/21/2022 2:00,8317,660,868.116,Summer Sale,No,Washington,Credit Card,New Customer,Karen Lewis,No
11/22/2023 13:08,465630,344737,897.732,Email Promo,No,Chicago,Credit Card,New Customer,Elizabeth Davis,No
1/31/2023 13:08,209,707,1667.124,Holiday Campaign,No,San Antonio,Cash,New Customer,Daniel Scott,No
11/14/2022 14:02,454311,566078,1518.96,Summer Sale,Yes,Indianapolis,Cash,Loyal Customer,Thomas Turner,No
3/15/2022 14:39,7236,803280,993.64,Email Promo,No,Boston,Cash,Regular Customer,Jennifer Jones,No
11/9/2021 15:26,60312261,16628,715.74,Holiday Campaign,Yes,New York,Cash,High-Value Customer,Karen Lewis,No
3/4/2022 5:05,51927642,177647,1255.54,Summer Sale,No,San Antonio,PayPal,Loyal Customer,George Harris,No
5/11/2023 1:45,502724,86199,1092.43,Summer Sale,No,Jacksonville,Credit Card,Loyal Customer,Jennifer Jones,No
4/4/2023 4:40,109181800,795841974,870.84,Referral,No,San Francisco,Credit Card,Regular Customer,Joseph Martin,No
9/12/2022 12:50,189382,8712,621.15,Email Promo,No,Los Angeles,Credit Card,Regular Customer,Daniel Scott,No
10/14/2020 18:55,916,444304,44.81,Referral,Yes,San Diego,PayPal,Loyal Customer,Donna Brooks,Yes
5/1/2021 0:23,6029,872,587.15,Email Promo,No,Louisville,Credit Card,High-Value Customer,Thomas Turner,No
2/4/2023 3:44,663,7294,1792.02,Email Promo,Yes,Los Angeles,Cash,New Customer,Kenneth Nelson,No
6/15/2023 0:35,20977,198214,363.89,Summer Sale,Yes,Indianapolis,Cash,High-Value Customer,Dorothy King,No
6/28/2020 8:46,7963988,350540120,1406.97,Referral,Yes,Houston,PayPal,Regular Customer,Kenneth Nelson,No
1/5/2020 15:13,361,26275,304.308,Email Promo,Yes,Houston,Credit Card,Loyal Customer,Edward Torres,No
1/12/2023 12:44,62656575,4361432,2287.884,Summer Sale,No,Washington,Cash,Loyal Customer,Betty Martinez,No
10/15/2023 0:47,7166,407,58.5,Holiday Campaign,No,Portland,Credit Card,High-Value Customer,Paul Rodriguez,Yes
12/26/2021 12:07,395537524,41110653,308.676,Holiday Campaign,No,Portland,PayPal,Regular Customer,John Smith,No
10/2/2021 20:08,144,65675,528.4,Referral,No,Las Vegas,Credit Card,High-Value Customer,Joseph Martin,No
3/9/2023 11:57,3790450,809267919,1482.66,Email Promo,Yes,Los Angeles,Credit Card,High-Value Customer,Ashley Perez,No
1/16/2021 9:24,1459943,552325,1973.484,Referral,Yes,Seattle,Cash,Regular Customer,Paul Rodriguez,No
6/30/2020 20:45,43779366,501,1315.71,Referral,No,New York,Cash,Loyal Customer,Steven Wright,No
1/21/2020 17:41,428060,7948840,2224.14,Summer Sale,Yes,Oklahoma City,PayPal,Regular Customer,Steven Wright,No
1/9/2020 12:34,60509,21570,1984.92,Summer Sale,Yes,San Francisco,Credit Card,Loyal Customer,Jessica Jackson,No
11/12/2022 13:06,61999,23083546,188.76,Holiday Campaign,No,Charlotte,Credit Card,Regular Customer,Donna Brooks,No
7/8/2023 9:50,423450229,7449,1750.81,Email Promo,No,Philadelphia,PayPal,New Customer,Mary Johnson,No
8/3/2022 13:26,9272,54002,1358.5,Email Promo,Yes,Charlotte,Credit Card,New Customer,Edward Torres,No
10/25/2022 14:32,969588333,2494812,472.33,Referral,No,Chicago,Credit Card,High-Value Customer,Daniel Scott,No
11/24/2023 18:02,814584515,73782344,1333.992,Referral,No,Seattle,Credit Card,Regular Customer,Margaret Young,No
9/6/2020 17:02,3473,306584619,382.39,Referral,Yes,Los Angeles,Cash,Loyal Customer,Betty Martinez,No
11/11/2020 5:59,59443,6705120,578.916,Referral,No,Denver,PayPal,Regular Customer,Donna Brooks,No
2/18/2020 10:17,863,41468,881.736,Summer Sale,No,Columbus,Credit Card,Loyal Customer,Ashley Perez,No
11/7/2023 0:07,395773547,13316672,698.136,Email Promo,Yes,Baltimore,PayPal,High-Value Customer,George Harris,No
4/15/2021 11:04,18520460,21188135,830.58,Holiday Campaign,Yes,Philadelphia,Credit Card,Loyal Customer,Lisa Garcia,No
6/24/2023 21:41,91057664,20807358,531.87,Holiday Campaign,Yes,Baltimore,Credit Card,New Customer,Edward Torres,No
10/25/2023 18:16,891783051,796365025,1153.23,Summer Sale,Yes,Chicago,PayPal,High-Value Customer,Michael Wilson,No
5/4/2023 13:23,24647953,88392208,1769.391,Email Promo,No,Seattle,Credit Card,Regular Customer,Sandra Adams,No
9/22/2020 6:24,3191,4477319,1135.899,Holiday Campaign,No,San Antonio,Cash,Loyal Customer,George Harris,No
5/4/2021 8:45,9903286,257165984,267.86,Referral,No,Oklahoma City,PayPal,Loyal Customer,Steven Wright,No
8/26/2020 22:41,5878276,51728,415,Summer Sale,No,San Jose,Cash,High-Value Customer,Robert Lee,No
6/2/2021 3:43,71027890,27405461,350.07,Email Promo,Yes,Seattle,Credit Card,High-Value Customer,Nancy Moore,No
7/13/2020 20:09,3605,7871,703.52,Referral,Yes,Chicago,Cash,New Customer,Richard White,No
8/11/2022 18:43,62432053,7867877,1813.13,Email Promo,No,Chicago,Cash,Regular Customer,Jennifer Jones,No
6/9/2020 2:40,2470861,348,999.85,Email Promo,No,Nashville,PayPal,High-Value Customer,Patricia Miller,No
9/21/2022 3:55,3876,695913710,1054.43,Email Promo,Yes,Las Vegas,Credit Card,Regular Customer,Susan Harris,No
8/21/2022 12:08,8091426,97196084,837.69,Referral,No,Portland,Cash,High-Value Customer,Daniel Scott,No
9/10/2023 8:53,99550,826105673,836.2,Referral,Yes,Phoenix,Cash,New Customer,Susan Harris,No
5/20/2021 9:00,169,8633096,481.55,Referral,Yes,Milwaukee,Credit Card,Regular Customer,Elizabeth Davis,No
1/20/2020 3:30,431832,96763249,2204.148,Holiday Campaign,No,Dallas,PayPal,High-Value Customer,Mark Walker,No
9/14/2021 10:17,2589920,57399058,140.69,Summer Sale,Yes,Nashville,Credit Card,High-Value Customer,Susan Harris,No
9/10/2020 8:19,4682454,2953801,1174.212,Summer Sale,No,San Francisco,Cash,New Customer,Susan Harris,No
6/28/2021 6:29,210436154,21935598,1687.99,Holiday Campaign,No,Indianapolis,Credit Card,High-Value Customer,Elizabeth Davis,No
4/26/2021 12:36,56474,247190,1098.08,Email Promo,Yes,Memphis,Credit Card,New Customer,Edward Torres,No
1/18/2020 13:27,7315142,761698329,2098.2,Email Promo,No,Milwaukee,Credit Card,New Customer,Patricia Miller,No
4/24/2021 2:53,979,321984,1536.6,Summer Sale,Yes,San Antonio,PayPal,New Customer,George Harris,No
3/13/2023 16:49,2180,84167,1113.74,Email Promo,Yes,San Jose,Cash,New Customer,James Brown,No
1/1/2023 1:50,7304068,709538,128.88,Summer Sale,Yes,Chicago,Cash,New Customer,Steven Wright,No
3/21/2020 2:13,5364,589056,1484.5,Email Promo,No,Baltimore,PayPal,New Customer,Betty Martinez,No
1/14/2020 1:07,7225,17520,1019.688,Holiday Campaign,No,Boston,Cash,Loyal Customer,Karen Lewis,No
6/3/2023 21:48,670951858,226,275.06,Holiday Campaign,No,Nashville,Credit Card,Loyal Customer,Susan Harris,No
8/9/2022 19:21,48600848,633362,995.69,Referral,No,Fort Worth,Cash,Regular Customer,Carol Hall,No
6/10/2022 0:44,96640,93972,480.519,Referral,Yes,Boston,PayPal,New Customer,George Harris,No
3/28/2021 11:51,1726401,7828,1620.67,Summer Sale,Yes,Los Angeles,Credit Card,High-Value Customer,Dorothy King,No
2/22/2021 15:46,13370349,2191943,1566.972,Holiday Campaign,Yes,Austin,Cash,High-Value Customer,Elizabeth Davis,No
7/27/2020 20:27,97206,203792,1731.72,Holiday Campaign,Yes,San Diego,PayPal,New Customer,Jessica Jackson,No
1/11/2023 1:54,393231,89232,1153.164,Email Promo,Yes,San Jose,Cash,New Customer,Karen Lewis,No
10/30/2023 20:33,660346852,334385,1690.67,Referral,Yes,Oklahoma City,Cash,High-Value Customer,Mark Walker,No
9/13/2020 8:47,55305208,170048,1149.07,Referral,Yes,Phoenix,Credit Card,New Customer,Paul Rodriguez,No
4/22/2023 15:55,787707483,652184296,1217.64,Summer Sale,Yes,Phoenix,Credit Card,New Customer,Jessica Jackson,No
7/31/2022 8:33,231102,11,1269.855,Holiday Campaign,No,Columbus,Cash,New Customer,James Brown,No
2/17/2020 22:08,8227,9084481,1046.808,Holiday Campaign,No,Indianapolis,PayPal,Regular Customer,Nancy Moore,No
8/13/2020 2:00,804293016,43607,879.18,Referral,No,Seattle,PayPal,Loyal Customer,Steven Wright,No
1/15/2023 10:24,79385099,280964,1078.2,Holiday Campaign,Yes,Boston,PayPal,Loyal Customer,Joseph Martin,No
12/12/2020 3:22,926084,6968758,86.988,Referral,No,San Jose,Cash,Loyal Customer,Jennifer Jones,Yes
11/1/2021 4:48,7723530,3794196,1292.928,Summer Sale,Yes,Houston,Cash,Loyal Customer,Mary Johnson,No
6/11/2023 1:22,1712,4929067,1031,Holiday Campaign,Yes,Houston,PayPal,High-Value Customer,Richard White,No
9/8/2020 19:32,51074,748,1872.06,Holiday Campaign,No,San Francisco,Cash,New Customer,Elizabeth Davis,No
2/10/2023 15:09,8501600,605,1115.568,Summer Sale,No,Dallas,PayPal,Loyal Customer,Steven Wright,No
12/15/2023 6:59,14519627,894943,1552.524,Email Promo,Yes,Philadelphia,Credit Card,High-Value Customer,Carol Hall,No
8/19/2020 15:17,539278,481394275,359.55,Summer Sale,Yes,Portland,PayPal,Loyal Customer,Nancy Moore,No
4/3/2023 7:39,47840419,84563,798.4,Referral,Yes,Dallas,PayPal,Regular Customer,Nancy Moore,No
1/2/2021 23:04,41289,16832,569.772,Holiday Campaign,Yes,Indianapolis,Credit Card,New Customer,Joseph Martin,No
3/18/2022 20:10,95607967,897,384.345,Summer Sale,Yes,Los Angeles,Credit Card,Regular Customer,Betty Martinez,No
12/1/2021 12:53,822323,16137,1895.172,Summer Sale,Yes,Baltimore,Credit Card,Loyal Customer,Donna Brooks,No
5/18/2023 8:30,4794,305980,405.23,Holiday Campaign,Yes,Detroit,Credit Card,Loyal Customer,Daniel Scott,No
6/7/2023 4:18,413817,6018,1939.03,Summer Sale,Yes,Milwaukee,Credit Card,New Customer,Edward Torres,No
9/7/2021 20:19,529480918,744,1337.54,Summer Sale,No,Seattle,Credit Card,New Customer,Karen Lewis,No
3/8/2022 18:15,56731623,1123,404.26,Holiday Campaign,Yes,Memphis,Credit Card,New Customer,Mary Johnson,No
11/28/2020 18:06,229337830,872541481,2314.5,Referral,Yes,Dallas,Cash,Regular Customer,Dorothy King,No
6/9/2023 3:27,4867,6612642,1446.939,Holiday Campaign,Yes,Houston,Cash,High-Value Customer,Karen Lewis,No
11/24/2022 16:55,41461,7563472,640.044,Holiday Campaign,Yes,Seattle,Credit Card,New Customer,William Taylor,No
2/21/2020 8:42,9420028,9351,756.6,Referral,Yes,Los Angeles,PayPal,Loyal Customer,Steven Wright,No
10/22/2021 7:30,506679,106360,1001.49,Holiday Campaign,No,Phoenix,Credit Card,Regular Customer,Joseph Martin,No
3/13/2021 3:30,3458,79743,1156.57,Email Promo,No,Nashville,PayPal,Regular Customer,Steven Wright,No
4/28/2023 9:28,8999736,7222079,263.619,Holiday Campaign,No,Oklahoma City,PayPal,Regular Customer,Mary Johnson,No
1/28/2021 13:01,4095,1204,2110.368,Referral,Yes,Las Vegas,Cash,New Customer,Ashley Perez,No
8/3/2022 0:35,39112190,68645870,1457.739,Email Promo,No,Louisville,PayPal,New Customer,Carol Hall,No
5/25/2023 21:42,323,84934932,15.83,Holiday Campaign,No,New York,PayPal,New Customer,Jennifer Jones,Yes
8/7/2020 5:34,551816247,1956,681.003,Email Promo,No,Dallas,PayPal,Loyal Customer,Mark Walker,No
5/4/2020 6:02,64733976,1751512,490.79,Email Promo,No,Dallas,PayPal,Regular Customer,Charles Anderson,No
5/18/2023 2:58,83786875,2388546,13.64,Summer Sale,No,Columbus,PayPal,Regular Customer,Thomas Turner,Yes
5/8/2023 6:00,9846708,365392321,846.54,Email Promo,No,Austin,PayPal,High-Value Customer,Robert Lee,No
9/10/2022 19:25,612451599,76823903,130.626,Holiday Campaign,Yes,Washington,PayPal,Regular Customer,Jennifer Jones,No
5/9/2021 19:01,67696,9946932,1876.81,Referral,Yes,Charlotte,Credit Card,New Customer,Sandra Adams,No
2/7/2021 21:57,151921,296042244,1645.9308,Holiday Campaign,Yes,Baltimore,Credit Card,Regular Customer,Joseph Martin,No
7/23/2023 18:17,7756,7526961,1139.02,Referral,Yes,Phoenix,PayPal,New Customer,Brian Mitchell,No
3/26/2022 23:35,200670072,18491,1226.74,Email Promo,Yes,Boston,Credit Card,New Customer,Brian Mitchell,No
8/3/2023 12:38,77623,8843,236.98,Holiday Campaign,Yes,San Jose,PayPal,Regular Customer,James Brown,No
6/30/2022 13:38,584055574,821366,1756.08,Email Promo,No,Houston,Credit Card,Regular Customer,Paul Rodriguez,No
1/30/2023 18:59,68712,83726,2296.812,Holiday Campaign,No,Louisville,Cash,Regular Customer,Betty Martinez,No
1/23/2020 19:05,774602,532638430,221.46,Referral,Yes,New York,Credit Card,High-Value Customer,Mary Johnson,No
8/12/2021 10:24,343,9742820,1043.33,Email Promo,Yes,Houston,Cash,Loyal Customer,Daniel Scott,No
5/23/2020 21:00,67657470,9878,825.25,Summer Sale,No,Washington,Cash,New Customer,Daniel Scott,No
8/25/2020 16:20,89500,5665130,153.66,Referral,Yes,New York,Cash,Loyal Customer,Betty Martinez,No
2/3/2022 23:16,1086,14,1238.136,Referral,No,Dallas,Cash,New Customer,Mark Walker,No
10/9/2023 7:24,71670,616767269,936.63,Email Promo,Yes,Indianapolis,Cash,Regular Customer,Steven Wright,No
5/10/2020 21:41,5521955,37203,314.52,Summer Sale,No,Indianapolis,Cash,Loyal Customer,Charles Anderson,No
5/27/2020 4:08,474,54817164,1450.557,Email Promo,No,Austin,Credit Card,New Customer,Margaret Young,No
6/12/2020 8:21,35027121,170464984,1073.24,Email Promo,No,Las Vegas,Credit Card,Regular Customer,Ashley Perez,No
10/7/2023 3:05,5797646,67216666,1120.05,Email Promo,No,San Antonio,PayPal,Loyal Customer,Patricia Miller,No
9/15/2021 13:43,3511,6746,479.26,Summer Sale,Yes,Phoenix,Credit Card,New Customer,Edward Torres,No
7/9/2021 23:27,1650846,2409,1107.027,Referral,No,San Diego,Cash,Loyal Customer,Sandra Adams,No
7/31/2022 19:32,638692,7778171,494.93,Email Promo,Yes,Washington,PayPal,New Customer,Elizabeth Davis,No
5/9/2022 23:00,496828681,634,28.16,Holiday Campaign,No,Nashville,Credit Card,New Customer,Brian Mitchell,Yes
10/27/2021 16:45,3884026,247576,1852.35,Summer Sale,No,San Antonio,PayPal,New Customer,Karen Lewis,No
12/11/2023 15:39,91990970,612,864.456,Email Promo,No,Austin,Cash,Loyal Customer,Elizabeth Davis,No
11/15/2023 9:38,613,3910088,60.252,Holiday Campaign,Yes,Columbus,Credit Card,Loyal Customer,Lisa Garcia,Yes
1/29/2023 2:34,8449,441014,1771.896,Summer Sale,Yes,Denver,Credit Card,Loyal Customer,Mary Johnson,No
4/29/2022 5:09,2903,9608074,962.163,Summer Sale,No,Louisville,Cash,High-Value Customer,Richard White,No
7/17/2022 23:40,8481803,671864687,1439.93,Email Promo,No,Las Vegas,Credit Card,High-Value Customer,Brian Mitchell,No
1/9/2023 0:30,90787162,718322889,836.304,Summer Sale,No,Memphis,Credit Card,New Customer,George Harris,No
3/25/2020 0:21,889,314340,1067.526,Referral,Yes,Los Angeles,Cash,Loyal Customer,Margaret Young,No
1/13/2020 11:45,3455489,2976,1841.5512,Email Promo,Yes,New York,Credit Card,Regular Customer,James Brown,No
7/29/2021 8:05,6256,64394406,1580.931,Holiday Campaign,Yes,Chicago,Cash,High-Value Customer,Michael Wilson,No
1/26/2020 3:12,648119591,2658165,380.268,Referral,Yes,Jacksonville,Cash,Regular Customer,Susan Harris,No
1/8/2020 16:48,270,24809,1584.228,Referral,Yes,Denver,PayPal,Regular Customer,Kenneth Nelson,No
6/12/2021 5:48,8191750,8772180,829.02,Referral,Yes,San Diego,PayPal,Regular Customer,Steven Wright,No
6/24/2023 16:46,40369238,60066,1382.15,Email Promo,Yes,Houston,PayPal,Regular Customer,Thomas Turner,No
1/2/2020 16:04,7716,6786443,191.784,Email Promo,No,Austin,PayPal,Regular Customer,Steven Wright,No
6/5/2022 2:09,9236497,44260753,429.984,Email Promo,Yes,San Diego,PayPal,New Customer,Ashley Perez,No
8/21/2022 16:12,1345,33111091,1803.89,Referral,No,Detroit,Credit Card,Regular Customer,Karen Lewis,No
11/30/2021 17:28,8965962,23222,708.5448,Referral,No,Chicago,Cash,New Customer,Steven Wright,No
2/5/2021 4:48,8781,712628,1969.5096,Summer Sale,Yes,Milwaukee,Cash,New Customer,Edward Torres,No
9/8/2022 1:02,58817561,728,1692.378,Summer Sale,No,Chicago,Credit Card,Loyal Customer,Karen Lewis,No
5/6/2022 2:42,316063,6922,1406.67,Holiday Campaign,Yes,Columbus,Credit Card,Regular Customer,Donna Brooks,No
3/19/2020 21:48,21545,53045110,935.01,Summer Sale,Yes,Fort Worth,PayPal,Loyal Customer,Joseph Martin,No
2/13/2022 23:44,507597,4090717,2213.712,Referral,Yes,Columbus,PayPal,Loyal Customer,Karen Lewis,No
12/8/2022 10:59,61625346,930240,2320.188,Holiday Campaign,Yes,Indianapolis,PayPal,New Customer,Joseph Martin,No
8/18/2020 22:54,155929,611840,1241.21,Holiday Campaign,No,Dallas,PayPal,Regular Customer,David Hall,No
10/22/2022 22:43,3740904,36437015,1417.878,Holiday Campaign,No,Nashville,PayPal,New Customer,Margaret Young,No
5/17/2020 3:19,137544994,2095,1252.17,Email Promo,No,Denver,Cash,New Customer,Donna Brooks,No
11/21/2020 12:30,3474914,95199855,772.32,Summer Sale,No,Washington,Credit Card,New Customer,John Smith,No
6/27/2023 19:38,927045,6585010,1416.58,Holiday Campaign,Yes,Nashville,Credit Card,New Customer,Paul Rodriguez,No
1/25/2020 2:07,220173360,7791770,2273.304,Holiday Campaign,Yes,San Jose,PayPal,High-Value Customer,Elizabeth Davis,No
12/26/2022 15:53,1279315,987,952.4196,Summer Sale,No,Indianapolis,PayPal,Loyal Customer,Margaret Young,No
3/8/2021 18:26,552972796,94852282,786.33,Holiday Campaign,Yes,Jacksonville,Cash,Regular Customer,George Harris,No
4/21/2020 8:25,877912169,4692,360.86,Summer Sale,Yes,Houston,Credit Card,New Customer,Mary Johnson,No
6/1/2020 1:46,65467870,45252526,1075.87,Referral,Yes,San Antonio,PayPal,Loyal Customer,Brian Mitchell,No
